behavior	doi	species	gender	figure	condition	brain_code	cell_type
feeding	10.1016/j.molmet.2020.101070	mouse	male	Figure 2	food deprived for 6 h+parenchymal injection of L-leucine in NTS	B30	prlh
feeding	10.1016/j.molmet.2020.101070	mouse	male	Figure 3	food deprived for 6 h+parenchymal injection of L-leucine in NTS	B4	prlh
feeding	10.7554/eLife.52623	mouse	male	Figure 4	fasted	B24	NPY
feeding	10.1210/en.2016-1640	mouse	male	Figure 1	SCM（sweetened condensed milk）-fed	B20	oxytocin
feeding	10.1210/en.2016-1640	mouse	male	Figure 1	SCM（sweetened condensed milk）-fed	B73	oxytocin
feeding	10.1016/j.cub.2018.11.020	mouse	male	Figure 5	Starvation	B16	
feeding	10.7554/eLife.22848.002	mouse	male	Figure 3	injection of rapamycin	B24	NPY
feeding	10.3389/fendo.2021.705267	mouse	male	Figure 2	acute high intensity treadmill exercise in fasted male mice	B4	
feeding	10.3389/fendo.2021.705267	mouse	male	Figure 2	acute high intensity treadmill exercise in fasted male mice	B24	
feeding	10.3389/fendo.2021.705267	mouse	male	Figure 2	acute high intensity treadmill exercise in fasted male mice	B20	SIM1
feeding	10.3389/fendo.2021.705267	mouse	male	Figure 2	acute high intensity treadmill exercise in fasted male mice	B24	POMC
feeding	10.3389/fendo.2021.705267	mouse	male	Figure 3	acute high intensity treadmill exercise in fasted male mice	B24	NPY/AgRP
feeding	10.3389/fendo.2021.705267	mouse	male	Figure 3	acute high intensity treadmill exercise in fasted male mice	B20	TH
feeding	10.1073/pnas.2100194118	mouse	male	Figure 6	scheduled feeding during the 3-h feeding window in response to different amounts of chow	B4	Ppp1r17
feeding	10.1073/pnas.2100194118	mouse	male	Figure 6	injection of acyl-GIP	B24	
pain	10.3390/ijms22052587	mouse	male	Figure  3	formalin injection	B63	
pain	10.1016/j.brainresbull.2020.11.020	mouse	male	Figure 7	sciatic nerve cuffing	B14.1	
pain	10.1016/j.brainresbull.2020.11.020	mouse	male	Figure 8	sciatic nerve cuffing	B14.2	
pain	10.1126/science.aaz5875	mouse	male	Figuire S6	spared nerve injury	B63	
pain	10.1097/WNR.0000000000001480	mouse	male	Figure  3	CFA injection	B10.4	
pain	10.1097/j.pain.0000000000001725	mouse	male	Figure 4	reserpine+scopolamine+vehicle injection	B14.1	
pain	10.1097/j.pain.0000000000001725	mouse	male	Figure 4	reserpine+scopolamine+vehicle injection	B14.2	
pain	10.1097/j.pain.0000000000001725	mouse	male	Figure S7	reserpine+scopolamine	B70	GFP+
pain	10.1097/j.pain.0000000000001725	mouse	male	Figure S7	reserpine administration	B68	GFP+
pain	10.1097/j.pain.0000000000001725	mouse	male	Figure S7	scopolamine administration	B68	GFP+
pain	10.1016/j.neuroscience.2019.08.035	mouse	male	Figure 3	formalin injection	B10	
pain	10.1016/j.neuroscience.2019.08.035	mouse	male	Figure 3	formalin injection	B10.1	
pain	10.1016/j.neuroscience.2019.08.035	mouse	male	Figure 3	formalin injection	B10.13	
pain	10.1016/j.neuroscience.2019.08.035	mouse	male	Figure 3	formalin injection	B10.11	
pain	10.1016/j.neuroscience.2019.08.035	mouse	male	Figure 3	formalin injection	B10.12	
pain	10.1016/j.neuroscience.2019.08.035	mouse	male	Figure 4	formalin injection	B10.1	
pain	10.1016/j.neuroscience.2019.08.035	mouse	female	Figure 3	formalin injection	B10	
pain	10.1016/j.neuroscience.2019.08.035	mouse	female	Figure 3	formalin injection	B10.13	
pain	10.1016/j.neuroscience.2019.08.035	mouse	female	Figure 3	formalin injection	B10.11	
pain	10.1016/j.neuroscience.2019.08.035	mouse	female	Figure 3	formalin injection	B10.12	
	10.1016/j.neuroscience.2019.08.035	mouse	female	Figure 4	formalin injection	B10.1	
pain	10.1016/j.neuint.2019.104466	mouse	male	Figure 7	formalin injection	B63	
pain	10.1007/s11064-019-02850-0	mouse	male	Figure 5	sciatic nerve ligation	B14	
pain	10.1007/s11064-019-02850-0	mouse	male	Figure 5	sciatic nerve ligation	B55	
pain	10.1007/s11064-019-02850-0	mouse	male	Figure 5	sciatic nerve ligation	B10	
pain	10.1097/j.pain.0000000000001497	mouse	male	Figure 1	formalin injection	B16	
pain	10.1016/j.neulet.2019.01.046	mouse	female	Figure 1	intravesical instillation of PAR4	B63	
pain	10.1016/j.ajpath.2018.12.009	mouse	male	Figure 7	spexin injection	B21	
pain	10.1016/j.ajpath.2018.12.009	mouse	male	Figure 7	spexin injection	B21	
pain	10.1016/j.ajpath.2018.12.009	mouse	male	Figure 7	spexin injection	B21.1	
pain	10.1016/j.ajpath.2018.12.009	mouse	male	Figure 7	spexin injection	B21.12	
pain	10.1016/j.jphs.2018.11.011	mouse	male	Figure  2	formalin injection	B63	
pain	10.1371/journal.pone.0211297	mouse	male	Figure 4	low pressure stimulation	B58.1	
pain	10.1371/journal.pone.0211297	mouse	female	Figure 4	low pressure stimulation	B58.1	
pain	10.1177/1744806919900725	mouse	male and female	Figure 7	apical periodontitis	B1.2	
pain	10.1177/0022034519886847	mouse	male	Figure 4	hyperosmolar stimulation	B1	
pain	10.1007/s00213-019-05275-3	mouse	male	Figure 8	sciatic nerve ligation	B14	
pain	10.1007/s00213-019-05275-3	mouse	male	Figure 8	sciatic nerve ligation	B21	
pain	10.1016/j.ejphar.2020.173029	mouse	male	Figure 2	orexin-A injection	B15	
pain	10.1016/j.ejphar.2020.173029	mouse	male	Figure 3	orexin-A injection	B66	
pain	10.1186/s12974-019-1603-4	mouse	male	Figure 3	NTG+DMSO	B1.1	
pain	10.1186/s12974-019-1603-4	mouse	male	Figure 3	nitroglycerin(NTG) injection	B1.1	
pain	10.1002/jcb.28766	mouse	male	Figure 1	DMSO+ morphine injection	B63	
pain	10.1002/jcb.28766	mouse	male	Figure 4	DMSO+ morphine injection	B63	
pain	10.1523/JNEUROSCI.2759-18.2019	mouse	male	Figure 3	capsaicin injection	B10	
pain	10.1523/JNEUROSCI.2759-18.2019	mouse	male	Figure 3	capsaicin injection	B10.2	
pain	10.1523/JNEUROSCI.2759-18.2019	mouse	male	Figure 3	capsaicin injection	B10.11	
pain	10.1523/JNEUROSCI.2759-18.2019	mouse	male	Figure 3	capsaicin injection	B10.12	
pain	10.1523/JNEUROSCI.2759-18.2019	mouse	male	Figure 3	capsaicin injection	B10.1	
pain	10.1523/JNEUROSCI.2759-18.2019	mouse	male	Figure 3	capsaicin injection	B10.4	
pain	10.1523/JNEUROSCI.2759-18.2019	mouse	male	Figure 7	capsaicin injection	B2	
pain	10.1523/JNEUROSCI.2759-18.2019	mouse	male	Figure 7	capsaicin injection	B2.12	
pain	10.1523/JNEUROSCI.2759-18.2019	mouse	male	Figure 7	capsaicin injection	B68	
pain	10.1523/JNEUROSCI.2759-18.2019	mouse	male	Figure 7	capsaicin injection	B69	
pain	10.1186/s12974-019-1459-7	mouse	male	Figure 2	nitroglycerin injection	B1.1	
pain	10.1016/j.bbi.2020.02.003	mouse	male	Figure 8	mechanical stimulation	B63	
pain	10.1016/j.bbi.2020.02.003	mouse	male	Figure 8	heat stimulation	B63	
pain	10.1080/00207454.2019.1667785	mouse	male	Figure 2	chronic constrictive injury (CCI) of the sciatic nerve.	B71.1	
	10.1016/j.celrep.2019.09.011	mouse	male	Figure  2	sciatic nerve cuff	B10.1	PKCδ
pain	10.1016/j.celrep.2019.09.011	mouse	male	Figure  2	sciatic nerve cuff	B10.13	PKCδ
	10.1016/j.celrep.2019.09.011	mouse	male	Figure  2	sciatic nerve cuff	B10.11	PKCδ
fear	10.1186/s13041-019-0492-x	mouse	male	Figure  3	P2Y12R knockout	B22	
pain	10.1002/glia.23474	mouse	male	Figure 4	nerve ligation	B63	
pain	10.1007/s10571-019-00706-3	mouse	male	Figure 2	heat stimulation	B63	
pain	10.1007/s00429-021-02235-6	rat	male	Figure  3	nerve ligation	R38.1	
pain	10.1016/j.peptides.2020.170447	rat	female	Figure 7	UVB irradiation	R1	
pain	10.1016/j.peptides.2020.170447	rat	female	Figure 8	UVB irradiation	R1	
pain	10.3389/fphar.2020.586037	rat	male	Figure  3	formalin instillation	R4.1	
pain	10.3389/fnbeh.2020.00139	rat	male	Figure 5	formalin injection	R16.1	
pain	10.3389/fnbeh.2020.00139	rat	female	Figure 5	formalin injection	R16.1	
pain	10.1007/s12264-019-00420-6	rat	male	Figure 5	CFA injection	R2	
pain	10.1016/j.neuint.2019.104521	rat	male	Table 1	focal injections of DAMGO in the VTA	R2	
pain	10.1016/j.neuint.2019.104521	rat	male	Table 1	focal injections of DAMGO in the VTA	R38.1	
pain	10.1016/j.neuint.2019.104521	rat	male	Table 1	focal injections of DAMGO in the VTA	R16	
pain	10.1016/j.neuint.2019.104521	rat	male	Table 1	focal injections of DAMGO in the VTA	R87	
pain	10.1016/j.neuint.2019.104521	rat	male	Figure 1	CFA injection	R2	
pain	10.1523/ENEURO.0162-19.2019	rat	male	Figure 6	tactile touch or needle prick of the left hindpaw	R38	
pain	10.1016/j.nbd.2019.04.012	rat	male	Figure 1	nerve ligation	R16.1	
pain	10.1111/iej.13204	rat	male	Figure 2	CFA	R17	
pain	10.1111/iej.13204	rat	male	Figure 3	CFA	R17	
pain	10.2217/fnl-2018-0037	rat	male	Figure 3	morphine injection	R25	
pain	10.1177/0333102417735845	rat	male	Figure 3	cortical spreading depression (CSD)	R17	
pain	10.1111/ner.12852	rat	male	Figure 5	electrically stimulation	R1	
pain	10.1016/j.npep.2018.12.001	rat	male	Figiure 8	capsaicin administration	R3	
pain	10.1016/j.npep.2018.12.001	rat	male	Figiure 8	capsaicin administration	R3.31	
pain	10.1016/j.neulet.2021.135809	rat	male	Figure 1	nitroglycerin injection	R17	
pain	10.1016/j.neulet.2021.135809	rat	female	Figure 1	nitroglycerin injection	R17	
pain	10.1007/s12035-020-02276-8	rat	male	Figure 7	nerve ligation	R108	
pain	10.1111/ocr.12418	rat	male	Figure 3	experimental tooth movement	R4	
pain	10.1016/j.neuroscience.2020.07.013	rat	male	Figure 4	formalin injection	R1	
pain	10.1097/j.pain.0000000000001867	rat	male	Figure 3	chronic post-cast pain (CPCP)	R1	
pain	10.1097/j.pain.0000000000001867	rat	male	Figure 4	chronic post-cast pain (CPCP)	R5.1	
pain	10.1097/j.pain.0000000000001867	rat	male	Figure 4	chronic post-cast pain (CPCP)	R38.21	
pain	10.1097/j.pain.0000000000001867	rat	male	Fgure 9	mechanical stimulation	R1	
pain	10.1186/s10194-020-01145-y	rat	male	Figure 3	nitroglycerin (NTG) injection	R4.1	
pain	10.1186/s10194-020-01145-y	rat	male	Figure 3	nitroglycerin (NTG) injection	R102	
pain	10.1186/s10194-020-01145-y	rat	male	Figure 3	chronic migraine(CM) model	R4.1	
pain	10.1186/s10194-020-01145-y	rat	male	Figure 3	chronic migraine(CM) model	R102	
pain	10.1016/j.nbd.2019.104624	rat	male	Figure 2	nitroglycerin (NTG) injection	R4.1	
pain	10.1016/j.nbd.2019.104624	rat	male	Figure 2	nitroglycerin (NTG) injection	R22	
pain	10.1016/j.nbd.2019.104624	rat	male	Figure 2	nitroglycerin (NTG) injection	R7	
pain	10.1016/j.nbd.2019.104624	rat	male	Figure 2	nitroglycerin (NTG) injection	R3	
pain	10.1016/j.nbd.2019.104624	rat	male	Figure 2	nitroglycerin (NTG) injection	R5	
pain	10.1371/journal.pone.0225928	rat	male	Figure 3	formalin injection	R4.1	
pain	10.1371/journal.pone.0225928	rat	male	Figure 4	formalin injection	R25	
pain	10.1111/eos.12650	rat	male	Figure 4	mustard oil injection	R4.1	
pain	10.1111/eos.12650	rat	male	Figure 4	mustard oil injection	R1	
pain	10.1111/cns.13128	rat	male	Figure 4	CXCL12 injection	R1	
pain	10.1177/1744806919866340	rat	male	Figure 5	complete Freund's adjuvant(CFA) injection	R4.1	
pain	10.1007/s12035-018-1361-9	rat	male	Figure 3	chronic constriction injury (CCI) of the sciatic nerve	R7	
pain	10.3760/cma.j.issn.0376-2491.2019.13.012	rat	male	Figure 6	chronic constriction injury (CCI) of the sciatic nerve	R7	
pain	10.1177/0333102417735845	rat	male	Figure 3	cortical spreading depression (CSD)	R4.1	
pain	10.1177/0333102417735845	rat	male	Figure 3	cortical spreading depression (CSD)	R38	
pain	10.1177/0333102417735845	rat	male	Figure 3	cortical spreading depression (CSD)	R192	
pain	10.1097/FBP.0000000000000422	rat	male	Figure 4	sciatic nerve ligation	R16.1	
pain	10.1097/FBP.0000000000000422	rat	male	Figure 4	sciatic nerve ligation	R3.31	
pain	10.1097/FBP.0000000000000422	rat	male	Figure 5	sciatic nerve ligation	R16.1	
pain	10.1097/FBP.0000000000000422	rat	male	Figure 5	sciatic nerve ligation	R3.31	
pain	10.1007/s12035-018-1116-7	rat	male	Figure 6	carrageenan injection	R2	
pain	10.1007/s12035-018-1116-7	rat	male	Figure 6	carrageenan injection	R3	
pain	10.1007/s12035-018-1116-7	rat	male	Figure 6	capsaicin injection	R3	
pain	10.1111/jcmm.14033	rat	male	Figure 5	spinal nerve ligation (SNL)	R1	
pain	10.1016/j.neuroscience.2018.12.006	rat	male	Figure 7	inflammatory soup (IS) infusion	R4.1	
pain	10.1177/0269881120914223	rat	male	Figure 3	mitragynine injection	R16	
pain	10.1177/0269881120914223	rat	male	Figure 3	mitragynine injection	R106	
pain	10.2147/JPR.S286771	rat	male	Figure 5	nerve ligation	R108	
pain	10.1016/j.biopha.2019.109276	rat	male	Figure 7	nitroglycerin(NTG) injection	R4.1	
pain	10.1111/nmo.13620	rat	male	Figure 3	chronic water avoidance stress	R16.1	
pain	10.1111/nmo.13620	rat	male	Figure 6	lentivirus intervention	R16.1	
pain	10.1016/j.bbrc.2019.02.153	rat	male	Figure1	formalin injection	R5	
pain	10.1016/j.jgr.2017.08.004	rat	male	Figure 5	streptozotocin injection + mechanical stimulation	R1	
pain	10.1016/j.jgr.2017.08.004	rat	male	Figure 5	streptozotocin injection + heat stimulation	R1	
pain	10.1038/s41598-020-67242-9	rat	male	Figure 4	mustard oil infusion	R1	
pain	10.1016/j.neuint.2019.104562	rat	male	Figure 2	formalin injection	R1	
pain	10.1016/j.neuint.2019.104562	rat	male	Figure 6	DMSO+EMD	R1	
pain	10.1002/ptr.6262	rat	male	Figure  7	complete Freud's adjuvant (CFA)	R108	
pain	10.1016/j.jep.2020.113503	rat	male	Figure  5	chronic constriction injury (CCI) of sciatic nerve.	R108	
pain	10.1016/j.bbrc.2020.09.044	rat	male	Figure  4	chronic post-cast pain (CPCP)	R1	
pain	10.1002/ejp.1347	rat	male	Figure 4	amylin injection	R1	
pain	10.1097/j.pain.0000000000001395	rat	male	Figure 3	nerve ligation	R1	
pain	10.1007/s12017-020-08609-z	rat	male	Figure 4	Complete Freund’s Adjuvant (CFA)	R1	
pain	10.3389/fendo.2020.00043	rat	male	Figure 2	carrageenan injection	R1	
pain	10.3389/fendo.2020.00043	rat	male	Figure 3	carrageenan injection	R96	
pain	10.3389/fendo.2020.00043	rat	male	Figure 3	carrageenan injection	R25.41	
pain	10.3389/fendo.2020.00043	rat	male	Figure 3	carrageenan injection	R25.5	
pain	10.3389/fendo.2020.00043	rat	male	Figure 3	carrageenan injection	R25.12	
pain	10.1186/s10194-019-0977-0	rat	male	Figure 3	REM sleep deprivation (REMSD)+ mechanical stimulation	R69	
pain	10.1186/s10194-019-0977-0	rat	male	Figure 3	REM sleep deprivation (REMSD)+ mechanical stimulation	R116	
pain	10.1186/s10194-019-0977-0	rat	male	Figure 3	REM sleep deprivation (REMSD)+ mechanical stimulation	R3.31	
pain	10.1186/s10194-019-0977-0	rat	male	Figure 3	REM sleep deprivation (REMSD)+ mechanical stimulation	R17	
pain	10.1002/ejp.1349	rat	male	Figure  6	noxious cutaneous mechanical stimulation	R5	
pain	10.1007/s12035-018-1116-7	rat	male	Figure  6	chronic constrictive injury (CCI)	R2	
pain	10.1007/s12035-018-1116-7	rat	male	Figure  6	hindpaw injection of carrageenan	R3	
pain	10.1007/s12035-018-1116-7	rat	male	Figure  6	forepaw injection of capsaicin	R3	
pain	10.1016/j.biopsych.2017.02.1180	rat	male	Figure  S1	chronic constrictive injury (CCI) of the sciatic nerve in the affected hind paw	R6	
pain	10.1016/j.biopsych.2017.02.1180	rat	male	Figure  3	noxious cutaneous mechanical stimulation	R22	
pain	10.1177/1744806917737462	rat	male	Figure  5	formalin injection	R1	
pain	10.1016/j.neuroscience.2016.05.057	rat		Table 4	electrical stimulation of the right incisor pulp	R7	
pain	10.1016/j.neuroscience.2016.05.057	rat		Table 4	ACI（acute cardiac injury)	R7	
pain	10.1016/j.neuroscience.2016.05.057	rat		Table 4	"lambda carrageenan(2 mg in 0.15 ml saline, Sigma, St. Louis, MO) was injected subcutaneously into the plantar surface of the left hindpaw"	R7	
pain	10.1016/j.neuroscience.2016.05.057	rat		Table 4	spared nerve injury (SNI)+Innocuous tactile footpad stimulation	R7	
pain	10.1016/j.neuroscience.2016.05.057	rat	male	Table 4	carrageenan	R7	
pain	10.1179/174313208X355486	rat	male	Figure 1	"lambda carrageenan(2 mg in 0.15 ml saline, Sigma, St. Louis, MO) was injected subcutaneously into the plantar surface of the left hindpaw"	R7	
pain	10.1016/S0361-9230(03)00099-6	rat	male	Figure 2	innocuous tactile footpad stimulation	R7	
pain	10.1016/j.neuroscience.2009.02.023	rat	male	Figure 1	nociceptive electrical tooth pulp stimulation	R7	
pain	10.1113/jphysiol.2005.086520	rat	male	Figure 2	subcutaneous injection of formalin	R7	
pain	10.1097/ALN.0000000000001320	rat	male	Figure  5	plantar incision	R1	
pain	10.3892/ijmm.2016.2763	rat	female	Figure 2	bone cancer pain models	R1	
pain	10.1016/j.brainres.2014.01.002	rat	male	Figure 2	noxious corneal stimulation	R17	
pain	10.1016/S0361-9230(97)00277-3	rat		Figure 3	5% formalin injection into the snout	R17	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 3	oral chemical irritation	R17	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 6	oral chemical irritation	R17	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 3	subcutaneous injection of formalin	R25	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 4.	oral chemical irritation	R6	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 4	oral chemical irritation (both nicotine and capsaicin)	R17	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 5	oral chemical irritation (both nicotine and capsaicin)	R17	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 3	oral chemical irritation	R22	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 6	oral chemical irritation	R22	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 6	oral chemical irritation	R64.1	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 4	craniofacial stimulation（mustard oil injection into the left TMJ region）	R22	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 5	craniofacial stimulation（mustard oil injection into the left TMJ region）	R22	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 6	oral chemical irritation	R33	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 5	noxious heating of the hindpaw	R13	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 6	noxious heating of the hindpaw	R13	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 5	formalin injection into right whisker pad (top)	R5.11	
pain	10.1016/0306-4522(95)00297-V	rat	male	Figure 6	formalin injection into right whisker pad (top)	R5.11	
pain	10.1002/(SICI)1096-9861(19960422)368:1<45::AID-CNE4>3.0.CO;2-K	rat	male	Figure 3	unilateral injection of  formalin into the rat paw	R7	
pain	10.1002/cne.903540309	rat		Figure 3	noxious heating of the hindpaw	R64.1	
pain	10.1002/cne.903540309	rat	male	Figure 3	oral chemical irritation	R11	
pain	10.1002/cne.903540309	rat		Figure 3	oral chemical irritation	R17	
pain	10.1002/cne.903540309	rat	male	Figure 3	noxious heating of the hindpaw	R14	
pain	10.1002/(SICI)1096-9861(19961125)375:4<601::AID-CNE4>3.0.CO;2-5	rat	male	Figure 4	noxious mechanical stimulation	R27	
pain	10.1002/(SICI)1096-9861(19961125)375:4<601::AID-CNE4>3.0.CO;2-5	rat	female	Figure 4	noxious mechanical stimulation	R27	
pain	10.1016/S0306-4522(99)00478-9	rat	male	Table 2	subcutaneous injection of formalin	R106	
pain	10.1016/S0306-4522(99)00478-9	rat	male	Table 2	formalin injection	R25	
pain	10.1016/S0306-4522(99)00478-9	rat	male	Table 2	oral chemical irritation	R17	
pain	10.1016/S0306-4522(99)00478-9	rat	male	Table 2	subcutaneous injection of formalin	R32	
pain	10.1016/S0306-4522(99)00478-9	rat	male	Table 2	spared nerve injury surgery	R7	
pain	10.1016/S0306-4522(99)00478-9	rat	male	Table 2	subcutaneous injection of formalin	R3	
pain	10.1016/S0306-4522(99)00478-9	rat	male	Table 3	subcutaneous injection of formalin	R147.2	
pain	10.1016/S0306-4522(99)00478-9	rat	male	Table 3	formalin injection into the lower lip	R1	
pain	10.1016/S0306-4522(99)00478-9	rat		Table 3	formalin injection into the lower lip	R5	
pain	10.1016/j.neuroscience.2009.02.023	rat	male	Figure  1B	carrageenan injection	R7	
pain	10.1046/j.1460-9568.2003.02586.x	rat	male	Figure  2	noxious cutaneous mechanical stimulation	R64.1	
pain	10.1046/j.1460-9568.2003.02586.x	rat	male	Figure  2	formalin injection into the lower lip	R5.14	
pain	10.1046/j.1460-9568.2003.02586.x	rat	male	Figure  2	formalin injection into the lower lip	R5.12	
pain	10.1046/j.1460-9568.2003.02586.x	rat	male	Figure  2	oral chemical irritation (both nicotine and capsaicin)	R22	
pain	10.1046/j.1460-9568.2003.02586.x	rat	male	Figure  2	"Unilateral cuff implantation,  after MT2 activation by Mel or 8MP"	R108	
pain	10.1046/j.1460-9568.2003.02586.x	rat	male	Figure  2	noxious cutaneous mechanical stimulation	R18	
pain	10.1046/j.1460-9568.2003.02586.x	rat	male	Figure  2	visceral noxious stimulation	R24	
pain	10.1046/j.1460-9568.2003.02586.x	rat	male	Figure  2	noxious cutaneous mechanical stimulation	R18	
pain	10.1016/s0361-9230(03)00099-6	rat	male	Figure  1	tooth-pulp electrically stimulated	R7	
pain	10.1016/s0361-9230(03)00099-6	rat	male	Figure  1	carrageenan injection	R28	
pain	10.1113/jphysiol.2005.086520	rat	male	Figure  2	formalin injection	R21	
pain	10.1002/cne.903560311	rat	male	Figure 5	craniofacial stimulation（mustard oil injection into the left TMJ region）	R64.1	
pain	10.1002/cne.903560311	rat	male	Figure 5	visceral noxious stimulation	R23	
pain	10.1016/j.ejpain.2010.08.003	rat	male	Figure 2	chronic constriction injury (CCI) of the sciatic nerve	R30	
pain	10.1016/j.ejpain.2010.08.003	rat	male	Figure 2	chronic constriction injury (CCI) of the sciatic nerve	R31	
pain	10.1016/j.ejpain.2010.08.003	rat	male	Figure 3	visceral noxious stimulation	R4.1	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 1	subcutaneous noxious stimulation on the left forepaw	R4.1	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 1	subcutaneous noxious stimulation on the left forepaw	R10	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 1	subcutaneous noxious stimulation on the left forepaw	R22	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 1	subcutaneous noxious stimulation on the left forepaw	R23	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 1	subcutaneous noxious stimulation on the left forepaw	R24	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 1	subcutaneous noxious stimulation on the left forepaw	R115.1	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 1	subcutaneous noxious stimulation on the left forepaw	R20	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 1	visceral noxious stimulation	R15.1	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 2	formalin injection	R3.1	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 2	formalin injection	R3.31	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 2	noxious cutaneous mechanical stimulation	R10	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 2	subcutaneous noxious stimulation on the left forepaw	R64.1	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 2	subcutaneous injection of formalin	R5	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 2	noxious cutaneous mechanical stimulation	R23	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 2	visceral noxious stimulation	R22	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 2	noxious heating of the hindpaw	R12	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 2	visceral noxious stimulation	R10	
pain	10.1097/00006676-200305000-00017	rat	male	Figure 2	subcutaneous noxious stimulation on the left forepaw	R15.1	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 1	hindpaw injection of carrageenan	R2	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 2	visceral noxious stimulation	R115.1	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 3	visceral noxious stimulation	R115.1	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 4	visceral noxious stimulation	R115.1	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 5	visceral noxious stimulation	R115.1	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 2	formalin injection into the lower lip	R5.21	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 2	formalin injection into the lower lip	R5.11	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 3	mechanical stimulation	R1	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 4	formalin injection into the lower lip	R5.13	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 5	formalin injection into the lower lip	R5.13	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 2	formalin injection into one hindpaw	R5.12	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 3	formalin injection into one hindpaw	R5.12	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 4	formalin injection into one hindpaw	R5.12	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 3	injection of 100 ul 5% formalin into the back of one hindpaw	R5.1	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 4	injection of 100 ul 5% formalin into the back of one hindpaw	R5.1	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure 5	injection of 100 ul 5% formalin into the back of one hindpaw	R5.1	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure  4	formalin injection into one hindpaw	R5.14	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure  4	formalin injection into one hindpaw	R5.13	
pain	10.1002/(sici)1096-9861(19960422)368:1<45::aid-cne4>3.0.co;2-k	rat	male	Figure  4	chronic constriction injury (CCI) of the sciatic nerve	R16.1	
pain	10.1016/0306-4522(95)00541-2	rat	male	Figure 1	"noxious (52°C,42°C,35°C, ) thermal probe stimulation of the cornea"	R4.31	
pain	10.1016/0306-4522(95)00541-2	rat	male	Figure 2	thermal probe and radiant heat ( ~ 47~C) stimulation	R4.31	
